,AdaptorLong reward (mean),AdaptorLong reward (std),AdaptorLong prediction (mean),AdaptorLong prediction (std),Cautious QLearner reward (mean),Cautious QLearner reward (std),Cautious QLearner prediction (mean),Cautious QLearner prediction (std),Cooperator reward (mean),Cooperator reward (std),Cooperator prediction (mean),Cooperator prediction (std),Defector reward (mean),Defector reward (std),Defector prediction (mean),Defector prediction (std),Evolved ANN 5 Noise 05 reward (mean),Evolved ANN 5 Noise 05 reward (std),Evolved ANN 5 Noise 05 prediction (mean),Evolved ANN 5 Noise 05 prediction (std),Evolved ANN reward (mean),Evolved ANN reward (std),Evolved ANN prediction (mean),Evolved ANN prediction (std),Random reward (mean),Random reward (std),Random prediction (mean),Random prediction (std),Tit For Tat reward (mean),Tit For Tat reward (std),Tit For Tat prediction (mean),Tit For Tat prediction (std),Worse and Worse reward (mean),Worse and Worse reward (std),Worse and Worse prediction (mean),Worse and Worse prediction (std)
484,0.459,0.594910918,0.632556499,0.696788082,3.3748,1.136276797,4.756733521,2.259909616,3.6872,0.949819014,5.60111487,1.953821977,0.4535,0.497833054,0.642879002,0.625054097,1.7322,1.726349663,2.554442332,2.728031582,0.4475,0.77810266,0.61326443,1.145408487,1.7062,1.635384224,1.830555317,1.697665453,2.749,1.641035953,4.156690019,1.931583366,1.6885,1.622673026,2.064213484,1.897952255
485,0.4615,0.623151466,0.6266465,0.696572708,3.3789,1.124959906,4.721327219,2.285991207,3.6836,0.948625869,5.612502326,1.923322003,0.4493,0.497422868,0.635640282,0.62909706,1.7402,1.732080818,2.561828212,2.730919211,0.4552,0.780636253,0.617610227,1.138005598,1.6737,1.625923833,1.84056673,1.715728774,2.7704,1.625694879,4.174305988,1.93370639,1.6522,1.614569652,2.074212777,1.890147001
486,0.4556,0.626919963,0.61778583,0.684085993,3.379,1.112366396,4.70930943,2.296318323,3.6722,0.944747141,5.599931694,1.916609695,0.4514,0.497632435,0.635755352,0.627926941,1.7317,1.729946563,2.543264379,2.736226615,0.4519,0.779542423,0.60964848,1.142434521,1.6643,1.620742271,1.839898765,1.698151027,2.7677,1.639553814,4.199001144,1.903323486,1.6923,1.613945696,2.053168325,1.888424722
487,0.4569,0.617205306,0.627129882,0.699851015,3.3616,1.126962928,4.717894945,2.255715597,3.677,0.946398964,5.584804293,1.935553823,0.4541,0.497888733,0.63539099,0.627989052,1.7342,1.725500032,2.570218492,2.728941884,0.4466,0.77042095,0.604830797,1.131879035,1.6433,1.633053921,1.833183394,1.698722638,2.7572,1.642390989,4.14868305,1.945460106,1.6575,1.613689484,2.051203784,1.899216188
488,0.4529,0.603971514,0.638303347,0.687986421,3.3641,1.126113311,4.683716483,2.289561406,3.6476,0.935849475,5.551085527,1.950100473,0.4448,0.496943619,0.62990398,0.624926612,1.7312,1.72642595,2.545869836,2.730222169,0.4495,0.760164291,0.615352304,1.12156685,1.674,1.626814064,1.83884343,1.706862059,2.7519,1.63424184,4.167757863,1.930409572,1.66,1.609534094,2.056031026,1.89972234
489,0.4491,0.59883987,0.620896801,0.691616819,3.3854,1.120833101,4.74341017,2.278279147,3.675,0.945714016,5.593438471,1.944046565,0.4495,0.497443213,0.628854461,0.631722639,1.7345,1.73251544,2.548436047,2.733954552,0.4464,0.753211152,0.61283776,1.119066819,1.6549,1.6297871,1.866588901,1.706444043,2.7807,1.626778261,4.19511896,1.92464352,1.6757,1.605780032,2.033709722,1.891149629
490,0.469,0.638309486,0.63930307,0.704816589,3.3667,1.113566841,4.710468877,2.291350554,3.6732,0.945093519,5.577966866,1.964498105,0.449,0.497392199,0.627257388,0.640367736,1.737,1.734079295,2.569677392,2.741964521,0.443,0.763512279,0.615233872,1.123805961,1.677,1.623659755,1.866816066,1.715202387,2.7678,1.643436388,4.171945417,1.941342433,1.6786,1.619784566,2.060019089,1.901327272
491,0.4602,0.614667357,0.640629158,0.69963108,3.3875,1.142078697,4.729650216,2.295343954,3.6794,0.947214675,5.555471313,2.004807513,0.4543,0.49790713,0.631634024,0.635391671,1.733,1.73312175,2.547540337,2.734549852,0.4508,0.762220021,0.612995689,1.120151666,1.6656,1.628427659,1.88393287,1.717222424,2.7483,1.643638376,4.17568978,1.918383192,1.6296,1.610529056,2.071090304,1.872326525
492,0.4609,0.600059322,0.639620552,0.694630179,3.3832,1.109124772,4.679698153,2.31257652,3.68,0.947417543,5.577236208,1.979432895,0.4457,0.497042765,0.627228685,0.630484152,1.7395,1.734081818,2.570697112,2.737389444,0.439,0.749319024,0.606004802,1.099106739,1.659,1.630987124,1.855596155,1.713763943,2.7851,1.653395896,4.183618575,1.931339058,1.6684,1.607868602,2.062510034,1.885889519
493,0.4538,0.59754963,0.63140249,0.692517808,3.3864,1.128669588,4.75572137,2.26983505,3.6814,0.947889255,5.567414243,1.982545306,0.4467,0.497150993,0.629752662,0.636381168,1.744,1.729700552,2.566830812,2.7209113,0.4353,0.744052357,0.594207109,1.082973073,1.6671,1.640938021,1.843150467,1.720533389,2.7218,1.661446587,4.144333533,1.928626373,1.6792,1.61452388,2.043316166,1.893811984
494,0.4546,0.609539859,0.633891023,0.692728445,3.3782,1.130205627,4.747209352,2.263544732,3.6664,0.942714718,5.588608995,1.929315821,0.461,0.498476679,0.641592204,0.637029807,1.7213,1.724478562,2.53772441,2.724453487,0.4404,0.736510584,0.600101773,1.062183192,1.663,1.643663895,1.841862545,1.713385434,2.7626,1.633781271,4.174457056,1.932505158,1.6669,1.61311636,2.045693186,1.879366391
495,0.4451,0.583426079,0.631614182,0.684633505,3.3709,1.116840718,4.742394325,2.243807851,3.6692,0.943700885,5.588035195,1.945259784,0.4522,0.497709916,0.638566373,0.629018307,1.7312,1.71258476,2.569786107,2.727493925,0.4446,0.753611863,0.590463936,1.077492181,1.6656,1.628182005,1.81709096,1.712551464,2.7595,1.636661159,4.190792914,1.911880581,1.6718,1.627662361,2.066202273,1.894912699
496,0.4574,0.603477622,0.644950122,0.706505933,3.3483,1.133219798,4.732919048,2.255171364,3.6678,0.943208969,5.604938455,1.925077842,0.4498,0.497473577,0.637077265,0.628071029,1.7267,1.720583363,2.577315332,2.732368872,0.4323,0.735538381,0.585328233,1.063340495,1.6758,1.629077764,1.829100481,1.698761036,2.7756,1.638122291,4.199646274,1.907263277,1.6357,1.612012875,2.045459733,1.850115676
497,0.4588,0.589493477,0.647775533,0.695027252,3.3868,1.127380042,4.751524016,2.28110944,3.6912,0.951126995,5.60157728,1.968449503,0.4501,0.497503759,0.633707606,0.6343075,1.746,1.741345457,2.588780253,2.750131445,0.4378,0.735480224,0.593095946,1.064629418,1.6602,1.626325908,1.848019694,1.711621582,2.7544,1.649812304,4.191634541,1.907818569,1.664,1.620340705,2.060133125,1.882833844
498,0.4621,0.6016341,0.649528027,0.696302224,3.3518,1.138699592,4.708974696,2.278030686,3.6872,0.949819014,5.586398128,1.976940349,0.4581,0.498241297,0.646516949,0.633379441,1.724,1.736900688,2.568299014,2.745779094,0.4403,0.724593617,0.589404726,1.046305383,1.6514,1.622922685,1.866221492,1.719216566,2.7727,1.643239091,4.196912882,1.908180242,1.6276,1.607208213,2.057138106,1.885902603
499,0.4662,0.607007051,0.644964141,0.693596542,3.3559,1.133505708,4.69534888,2.301986022,3.681,0.947754715,5.587353682,1.970114772,0.4522,0.497709916,0.636127607,0.636359931,1.7344,1.737946098,2.590308977,2.74442605,0.434,0.732423375,0.588055218,1.053980073,1.6368,1.631651237,1.845860212,1.710617618,2.7583,1.655198209,4.185257544,1.920054759,1.6317,1.607188573,2.071109313,1.879399367
500,0.4575,0.606460015,0.641179937,0.697558683,3.3858,1.118373086,4.696980368,2.31024942,3.6658,0.94250218,5.578875521,1.960368939,0.4544,0.497916298,0.637158308,0.635739834,1.7395,1.729693542,2.590273616,2.729135965,0.4409,0.73396675,0.600285779,1.063848632,1.6622,1.640576472,1.851143469,1.705046693,2.7472,1.659304722,4.162097214,1.931821851,1.6309,1.5995203,2.053431987,1.867903829
501,0.4564,0.587961767,0.653420977,0.685217155,3.3766,1.137001513,4.713527259,2.311954338,3.682,0.948090713,5.607674031,1.937855028,0.4512,0.497612862,0.64091604,0.632579586,1.732,1.725507462,2.571469717,2.731072725,0.4335,0.72950514,0.597382103,1.063773156,1.6543,1.621539858,1.859045374,1.706331651,2.7499,1.646435541,4.149238761,1.946599421,1.625,1.604174242,2.074664454,1.864229196
502,0.4695,0.632668752,0.650327829,0.700968764,3.3606,1.141563682,4.718617632,2.303648073,3.6796,0.947282344,5.60282361,1.940406903,0.4631,0.498636531,0.657865513,0.627222776,1.7353,1.729923094,2.570498251,2.733982933,0.4327,0.739642285,0.588258028,1.060657771,1.6431,1.628042503,1.861743981,1.710046087,2.7718,1.649643828,4.174063764,1.934400255,1.6318,1.614691537,2.045485621,1.872662415
503,0.4587,0.614242875,0.633316877,0.691875835,3.3818,1.122955369,4.748263932,2.278143572,3.6812,0.947822009,5.61226261,1.946596462,0.4544,0.497916298,0.638793885,0.634897508,1.7343,1.730001014,2.580127409,2.73481322,0.4386,0.728168964,0.603258501,1.050448719,1.6544,1.633511751,1.86834084,1.69251199,2.7365,1.654529465,4.159313507,1.927267451,1.6001,1.611266579,2.032217865,1.861921163
504,0.4495,0.592494515,0.63351732,0.686550467,3.3832,1.139279492,4.746657143,2.278980494,3.6816,0.947956455,5.595821753,1.964834608,0.4516,0.497651927,0.639329326,0.626539168,1.7327,1.726687786,2.587595485,2.731653842,0.438,0.715790472,0.589287714,1.039617798,1.636,1.623423543,1.890684306,1.679079385,2.7738,1.637141888,4.174163005,1.931464928,1.6167,1.61151516,2.038302758,1.872008335
505,0.4594,0.612169617,0.64138528,0.685517911,3.3846,1.111882566,4.734070851,2.277042391,3.6856,0.949290598,5.60373686,1.959590341,0.4583,0.498258076,0.636489572,0.635351584,1.7409,1.732272262,2.581969816,2.744326521,0.4364,0.729489575,0.596076384,1.047662563,1.6784,1.633638099,1.89429118,1.698146857,2.7583,1.648599742,4.178346541,1.925572672,1.6276,1.606648138,2.014801293,1.861188579
506,0.4586,0.618292843,0.647911501,0.695641437,3.3732,1.140491894,4.726649553,2.287667547,3.6872,0.949819014,5.615345277,1.931887357,0.449,0.497392199,0.629985091,0.632562385,1.7286,1.7293762,2.565592562,2.737738547,0.439,0.729437454,0.595030208,1.040433083,1.6832,1.63659334,1.868214591,1.697853267,2.7658,1.657875255,4.188908953,1.916814744,1.6095,1.603935706,1.978003617,1.855396845
507,0.4586,0.611625735,0.640525848,0.6961348,3.3433,1.130241173,4.704645532,2.276399391,3.672,0.944677723,5.602602427,1.933908484,0.4498,0.497473577,0.640275026,0.629045066,1.7394,1.741748443,2.570085472,2.750685463,0.4298,0.711808935,0.590853312,1.032011876,1.6759,1.629987482,1.856459326,1.69937552,2.7494,1.660541972,4.179861257,1.907559589,1.6109,1.622436806,2.018816777,1.876793847
508,0.4731,0.615529358,0.646367989,0.703994891,3.3878,1.12951811,4.739839051,2.286767261,3.68,0.947417543,5.648567232,1.882048446,0.4581,0.498241297,0.64044316,0.640079395,1.7396,1.734068003,2.58127583,2.742177182,0.4419,0.718626739,0.588728988,1.014294371,1.6613,1.628736415,1.841640347,1.702243497,2.7574,1.649165013,4.174670724,1.926968423,1.6268,1.608639723,2.02860193,1.851697537
509,0.473,0.622150303,0.646639427,0.687403421,3.3999,1.106607424,4.72592118,2.297891339,3.686,0.949422983,5.632389773,1.918599058,0.4563,0.498086649,0.647966237,0.62674542,1.738,1.728628358,2.582492951,2.732024795,0.4312,0.715308717,0.57948497,1.004065788,1.6934,1.637191632,1.855931467,1.729549474,2.7495,1.649045102,4.185301883,1.916592117,1.6292,1.624471409,2.04220182,1.867061166
510,0.4626,0.614980683,0.636946606,0.699668849,3.3772,1.132572364,4.755327937,2.281277612,3.688,0.950082102,5.604104649,1.968490153,0.4538,0.497860985,0.637004932,0.638940051,1.7337,1.732854382,2.569982676,2.729202029,0.4246,0.700082024,0.587267705,1.002670344,1.6784,1.644315493,1.841811489,1.688535285,2.7769,1.647703368,4.175289918,1.944985143,1.6155,1.619833248,2.02451888,1.857719569
511,0.4612,0.602075211,0.642006192,0.684127385,3.3911,1.128158141,4.740719195,2.284835514,3.6938,0.951967205,5.603230284,1.975696903,0.4575,0.498190476,0.645868748,0.638435947,1.7334,1.724912879,2.569943455,2.728600235,0.4351,0.714134434,0.589759817,1.014048551,1.6294,1.615380958,1.827643159,1.701763969,2.7508,1.662497928,4.166462058,1.939923955,1.5731,1.592123233,2.038151147,1.877804552
512,0.454,0.603890719,0.638970554,0.703403629,3.3787,1.129197197,4.718909842,2.292181172,3.6702,0.944050825,5.59935848,1.940872907,0.465,0.498773496,0.654609782,0.633646538,1.7418,1.717769705,2.581442362,2.732242487,0.4355,0.707559008,0.584829952,1.011472872,1.638,1.634061198,1.871680104,1.701912368,2.7523,1.659501344,4.150396566,1.949484922,1.58,1.610900369,2.017141605,1.853057329
513,0.4586,0.589479465,0.656743652,0.700368394,3.3674,1.131113275,4.698595339,2.314721528,3.6902,0.950801746,5.610388766,1.969098285,0.4542,0.497897941,0.644504255,0.63187088,1.7348,1.730511185,2.57107314,2.745349389,0.4318,0.708483423,0.583437321,1.007130973,1.6749,1.6248723,1.86677891,1.716319523,2.7551,1.656419026,4.15575877,1.937995889,1.6101,1.60800435,2.015807395,1.849851855
514,0.4622,0.596800771,0.651497467,0.699592353,3.3707,1.121553169,4.710868277,2.282923663,3.6916,0.951256769,5.620284991,1.941177015,0.4623,0.498576684,0.655434499,0.633291791,1.7349,1.729977454,2.580084514,2.743105953,0.4399,0.708793334,0.584932611,1.0005463,1.6824,1.625586122,1.882270701,1.717083538,2.7624,1.660345217,4.15193986,1.956172075,1.6004,1.608514793,1.99579808,1.862087094
515,0.4623,0.611701488,0.656854019,0.692904502,3.3938,1.128149618,4.750155155,2.285217103,3.6922,0.951451081,5.609305227,1.960109986,0.4611,0.498484493,0.64572461,0.635736622,1.7375,1.742926777,2.570220902,2.752412739,0.4306,0.704970666,0.579445733,0.99933744,1.6836,1.622433678,1.908060572,1.709340176,2.7362,1.65578065,4.136873088,1.950891205,1.5774,1.597438337,1.996519186,1.859183659
516,0.4637,0.595216188,0.66034055,0.691956039,3.3725,1.147058739,4.71998329,2.301739956,3.6888,0.950344443,5.596317612,1.980127349,0.4604,0.498429373,0.652143694,0.628298411,1.7449,1.735114979,2.582326038,2.745297119,0.4206,0.69763575,0.575993113,0.980533456,1.6893,1.626027524,1.888954636,1.705487988,2.7742,1.657291272,4.17127136,1.937950502,1.5737,1.601614283,1.988441129,1.846724947
517,0.4665,0.597392459,0.66486542,0.69301205,3.3658,1.127736831,4.719781591,2.278586947,3.6878,0.9500164,5.645502024,1.90486032,0.4485,0.497340678,0.645470464,0.631273451,1.7348,1.731377764,2.58214841,2.739587455,0.4308,0.702859417,0.58006526,0.980886849,1.68,1.636581804,1.878513906,1.699534929,2.7539,1.662628879,4.161599707,1.931256415,1.6033,1.610381666,1.982414944,1.849850287
518,0.4739,0.609195199,0.647604016,0.708632855,3.3834,1.121964545,4.746075238,2.27721894,3.6896,0.950606038,5.594027888,1.977679621,0.4652,0.49878749,0.649569861,0.638186264,1.7314,1.73016012,2.575487168,2.735702666,0.4402,0.701159012,0.590417081,0.988668624,1.6706,1.639175293,1.881611274,1.708356833,2.7596,1.660604661,4.182395539,1.923109977,1.5835,1.61115727,2.00373252,1.839881099
519,0.4671,0.589675835,0.648729612,0.690382421,3.3819,1.134395165,4.747994331,2.284902601,3.6842,0.94882578,5.614566453,1.947803139,0.4625,0.498591767,0.653554696,0.62889818,1.7339,1.731441824,2.58429158,2.735732204,0.4364,0.695812503,0.586924781,0.994981978,1.6854,1.626476818,1.886544147,1.7039692,2.7488,1.664301223,4.152499013,1.943358525,1.5733,1.61016369,2.024311517,1.831661406
520,0.4628,0.609110959,0.64361063,0.696552244,3.3687,1.136908224,4.784407378,2.247138104,3.698,0.953307925,5.61199285,1.970217087,0.453,0.497786099,0.649798992,0.623245305,1.7352,1.724436418,2.573410832,2.735741805,0.4372,0.712920865,0.586952092,1.011496669,1.657,1.635527744,1.891323191,1.707677415,2.7603,1.674050152,4.179707608,1.924608369,1.5797,1.612714454,2.016745623,1.831569781
521,0.4577,0.599675504,0.646239115,0.696702954,3.3832,1.133912589,4.74703188,2.299696101,3.6896,0.950606038,5.633814998,1.919807109,0.4584,0.498266435,0.649292192,0.635845639,1.7496,1.73173319,2.616355458,2.738312271,0.4328,0.709284259,0.597412784,1.000123471,1.6835,1.631418938,1.877012135,1.703053524,2.7332,1.669675945,4.152318727,1.936092044,1.5664,1.602620055,2.02673833,1.837282744
522,0.4601,0.602667396,0.648929583,0.696910532,3.3872,1.109087986,4.743420528,2.273446162,3.6874,0.949884856,5.631231905,1.932156579,0.459,0.498316165,0.643286688,0.645770621,1.7376,1.729897754,2.579160064,2.740726711,0.4349,0.692359726,0.589377052,0.981408869,1.6771,1.6471295,1.873464393,1.719490063,2.7895,1.656861415,4.168076925,1.950779924,1.5465,1.612587284,2.035201828,1.844574642
523,0.4696,0.604380542,0.659407937,0.690798679,3.3969,1.12852576,4.753066296,2.29361383,3.6904,0.950866889,5.60290855,1.968868909,0.4639,0.498695087,0.659643601,0.63356469,1.7358,1.731530641,2.590659348,2.739527479,0.4308,0.686448367,0.58426313,0.990945459,1.6582,1.638039304,1.867060527,1.704671885,2.7214,1.682076705,4.149449022,1.927520125,1.564,1.615705419,1.992030236,1.8298514
524,0.4659,0.603023374,0.655887796,0.703792358,3.3766,1.123375467,4.705916242,2.290573742,3.6866,0.949621209,5.612553224,1.948281912,0.4613,0.49850006,0.659843364,0.63163063,1.7297,1.735061356,2.542873405,2.743200871,0.4381,0.6965403,0.586055841,0.969910929,1.6597,1.636061096,1.870569827,1.716690524,2.7592,1.659281579,4.21149424,1.885889761,1.5617,1.599497768,2.010239879,1.839655375
525,0.4663,0.608822068,0.654413248,0.696410321,3.364,1.118259362,4.730158181,2.258683226,3.687,0.949753126,5.597056977,1.977192236,0.4664,0.498869763,0.665241285,0.632559733,1.7272,1.716327521,2.588740062,2.731093449,0.4392,0.686661023,0.585745367,0.955954444,1.6501,1.619157185,1.857722357,1.702094729,2.7521,1.653555439,4.178357634,1.926246978,1.5612,1.606566077,1.988571674,1.838246735
526,0.4685,0.611070986,0.655332164,0.696316261,3.3807,1.124796653,4.746429025,2.278176936,3.6906,0.950931985,5.633415114,1.932148579,0.4711,0.499164091,0.655481953,0.643072805,1.7423,1.743528236,2.588435562,2.749337296,0.4172,0.683040379,0.570600291,0.96054823,1.6657,1.640165696,1.874690639,1.707395636,2.7779,1.666004679,4.199572889,1.919112838,1.5432,1.601353727,2.016365424,1.839018567
527,0.4723,0.610600287,0.658720233,0.694902349,3.3809,1.138250935,4.792114719,2.256962408,3.6916,0.951256769,5.615605784,1.968488626,0.4593,0.498340757,0.6429255,0.638026023,1.7303,1.734635959,2.579923615,2.742603661,0.4316,0.702653143,0.58061473,0.97178132,1.6548,1.635248287,1.879800267,1.709382131,2.7383,1.681907581,4.159697397,1.931895034,1.5498,1.60303461,1.975636735,1.836322756
528,0.4664,0.618118953,0.647330578,0.694606046,3.3853,1.140457763,4.772042032,2.281472079,3.6986,0.953497792,5.655111458,1.919562856,0.4588,0.498299669,0.647346214,0.638052762,1.7417,1.740339366,2.583066997,2.750353982,0.4338,0.694130795,0.581619243,0.957052591,1.6584,1.627424173,1.891573967,1.710310931,2.7322,1.66879692,4.142705563,1.946884895,1.5586,1.60417145,1.989081701,1.83683298
529,0.471,0.616083598,0.645983681,0.694798079,3.378,1.143903842,4.770139624,2.280461738,3.7028,0.954815249,5.623620176,1.977745853,0.4563,0.498086649,0.650483119,0.640633727,1.7322,1.728954355,2.571572435,2.749330653,0.426,0.679797029,0.578650116,0.947335901,1.685,1.632658874,1.879945275,1.697902741,2.7696,1.66448666,4.199535741,1.907151519,1.5464,1.607248282,1.98719099,1.830615409
530,0.4651,0.597814344,0.657938807,0.700291325,3.3922,1.132421812,4.719942302,2.305094655,3.6918,0.951321586,5.602329271,1.984897878,0.4647,0.498752353,0.654658519,0.644474488,1.7344,1.728021018,2.567442505,2.742501089,0.4339,0.686899403,0.585581592,0.954031096,1.668,1.637551831,1.902010186,1.709846434,2.7431,1.673350648,4.15112282,1.934342502,1.5342,1.602382713,2.012160634,1.826290499
531,0.4738,0.628898688,0.652663907,0.695315563,3.3684,1.137664907,4.725065185,2.292677254,3.7016,0.954440904,5.630007859,1.955831969,0.4665,0.498876488,0.65777697,0.641522686,1.7348,1.729355071,2.578725807,2.745264145,0.4429,0.677155514,0.594537732,0.931680946,1.683,1.629696598,1.881702319,1.710771899,2.753,1.664749531,4.170806099,1.924025335,1.5138,1.598377165,2.004271415,1.815599244
532,0.4646,0.608396943,0.660121967,0.689898053,3.3717,1.133463325,4.75495432,2.269468055,3.694,0.952031512,5.626216981,1.942587342,0.4686,0.499013066,0.66657676,0.638842687,1.7281,1.723012011,2.589486261,2.742751564,0.4336,0.687743441,0.579706108,0.949152147,1.6515,1.641538227,1.852021639,1.699618983,2.7526,1.67014767,4.147128174,1.951708828,1.54,1.599499922,2.000976483,1.821108613
533,0.4715,0.605795139,0.66027226,0.698683445,3.3871,1.137476853,4.760784942,2.271017107,3.6804,0.947552553,5.601497107,1.979067288,0.4737,0.499307831,0.662690102,0.639586929,1.7455,1.748750911,2.597301233,2.761176207,0.4288,0.679065947,0.577348326,0.930204916,1.7023,1.6444071,1.872406769,1.707297286,2.7353,1.661455359,4.163125784,1.925573135,1.5096,1.594649755,1.993808333,1.823012417
534,0.4707,0.624132606,0.66115485,0.698665652,3.4018,1.117477857,4.752908986,2.288549381,3.6982,0.95337126,5.632075414,1.951141777,0.4636,0.49867328,0.6467257,0.637808717,1.7254,1.736489228,2.575538891,2.753316858,0.4316,0.680677192,0.577526104,0.941731761,1.6764,1.638622299,1.875415512,1.710221242,2.7868,1.663834655,4.191786254,1.923146592,1.5173,1.594522095,1.99562667,1.816986384
535,0.4744,0.611182984,0.661268796,0.70904861,3.3895,1.121244732,4.78214985,2.249359855,3.7,0.953939201,5.633507737,1.958879686,0.4503,0.497523778,0.641271757,0.636583371,1.7439,1.733756843,2.61123066,2.7400121,0.4349,0.700544067,0.586901775,0.95046629,1.6685,1.634505353,1.874042736,1.708838433,2.7414,1.677416478,4.157710367,1.929633357,1.5337,1.599520025,1.982251062,1.816904433
536,0.4766,0.616159427,0.656471545,0.699004753,3.3896,1.115173457,4.77572848,2.264900164,3.7006,0.954127685,5.614564238,1.990741913,0.463,0.498629121,0.657299185,0.642843833,1.7393,1.729027331,2.587163106,2.733848083,0.4346,0.687402968,0.584823868,0.930189313,1.6657,1.635586595,1.865605128,1.702832817,2.743,1.678019964,4.167916147,1.934928232,1.5398,1.60406233,1.96765226,1.804978502
537,0.4683,0.59261717,0.655968732,0.714001783,3.4032,1.13447334,4.789894828,2.272311935,3.696,0.952672032,5.624053248,1.971542112,0.4674,0.498936108,0.66225829,0.637560183,1.7274,1.719502614,2.566299694,2.73103447,0.4379,0.678780959,0.58199981,0.932519769,1.6472,1.626201759,1.902089363,1.689690106,2.7558,1.678501224,4.1682953,1.928255413,1.524,1.598006258,1.975134343,1.811402312
538,0.4694,0.616006201,0.654378695,0.695736787,3.392,1.139094377,4.791390688,2.249715099,3.7072,0.956173708,5.636722173,1.963005473,0.4675,0.498942632,0.66414561,0.638290436,1.7378,1.727903689,2.579692233,2.736802202,0.4368,0.686881183,0.593201124,0.94984627,1.6697,1.633463165,1.881662148,1.695225604,2.7369,1.674478543,4.151377287,1.939560069,1.4873,1.592306098,1.956434933,1.804350067
539,0.4703,0.60705676,0.661153916,0.703023045,3.3796,1.140484038,4.816348906,2.226251878,3.687,0.949753126,5.641451367,1.926616054,0.4623,0.498576684,0.655389912,0.638946666,1.7312,1.733593539,2.572753438,2.747512502,0.4324,0.676335893,0.589956616,0.936051099,1.6655,1.632301979,1.908463749,1.717054848,2.7574,1.665936745,4.197037252,1.907911722,1.512,1.598892116,1.978952008,1.824902638
540,0.4642,0.597426447,0.649145117,0.698428303,3.3957,1.123263776,4.763356311,2.266829888,3.694,0.952031512,5.628670149,1.966568943,0.4721,0.499220983,0.662175771,0.643024582,1.7314,1.731893195,2.56964548,2.745624061,0.4431,0.681294643,0.590267846,0.935870602,1.666,1.640074389,1.899327746,1.714112095,2.7661,1.676123739,4.164848119,1.937864826,1.4882,1.601892868,1.949900913,1.810546199
541,0.4656,0.598679079,0.659521962,0.711140083,3.389,1.121641208,4.772511892,2.272110369,3.7194,0.959824797,5.658734616,1.954374376,0.4659,0.498835835,0.654190562,0.645062573,1.7283,1.729300179,2.589967521,2.741262097,0.4362,0.690600869,0.584499874,0.951394575,1.6673,1.633955541,1.85526092,1.707873499,2.7342,1.683374694,4.131612795,1.963165505,1.4915,1.605156612,1.96232884,1.799575288
542,0.4709,0.590553291,0.667037199,0.70589492,3.39,1.120847893,4.794294982,2.254214881,3.7072,0.956173708,5.612253182,1.991559628,0.463,0.498629121,0.652405444,0.642946926,1.7406,1.726531679,2.594773683,2.749156855,0.4347,0.691907443,0.590720916,0.952370398,1.6539,1.636127987,1.851957997,1.717983823,2.7666,1.679263065,4.1347218,1.978917177,1.5036,1.604177995,1.932531896,1.794710072
543,0.4733,0.597065415,0.663683389,0.716593396,3.388,1.115641519,4.799789056,2.245738781,3.6844,0.948892323,5.607589933,1.972001693,0.4668,0.498896542,0.659874292,0.638873438,1.7477,1.730908637,2.598517972,2.761241121,0.4371,0.691406964,0.588272836,0.95471877,1.6632,1.630940146,1.855287868,1.708832927,2.7251,1.685802477,4.125904084,1.952309008,1.4808,1.596318064,1.960697791,1.804620583
544,0.4661,0.589279891,0.664819639,0.705514939,3.3941,1.136919166,4.794093542,2.270274579,3.6962,0.952735829,5.64294757,1.93404175,0.4528,0.497767174,0.649125397,0.641627691,1.7318,1.738927474,2.592192725,2.753015399,0.4315,0.674023553,0.577618642,0.932421396,1.6356,1.631812685,1.835771311,1.687556239,2.7641,1.671421907,4.175823044,1.927278191,1.5179,1.603957478,1.975384414,1.816796298
545,0.4739,0.602925194,0.670502525,0.703361382,3.3894,1.141476079,4.807647093,2.240926278,3.6908,0.950997035,5.64192016,1.932541468,0.4768,0.49946147,0.673810652,0.639763874,1.7402,1.735944688,2.595237389,2.754480822,0.4396,0.66659721,0.589811123,0.936376801,1.6544,1.625226335,1.858833915,1.712002674,2.7484,1.679433666,4.15754314,1.931006252,1.4822,1.597273665,1.988076388,1.807468836
546,0.4706,0.621719905,0.66189027,0.693536782,3.3709,1.137863432,4.792628965,2.259482101,3.7014,0.954378353,5.690578556,1.884670942,0.4738,0.499313088,0.669576023,0.64342026,1.7165,1.722535268,2.585443781,2.741410238,0.4387,0.669060767,0.595848411,0.929775575,1.6554,1.626853048,1.893355437,1.704382467,2.7414,1.676164085,4.165570141,1.925513787,1.5108,1.596898043,1.954744405,1.802280848
547,0.4729,0.606684094,0.662329837,0.694870724,3.3998,1.137699415,4.811041058,2.259146754,3.7178,0.959355596,5.65974153,1.958209502,0.4658,0.498828989,0.661953806,0.640287367,1.7315,1.736550532,2.582233924,2.752724739,0.4349,0.682760566,0.598903943,0.943310882,1.6715,1.644623893,1.909551793,1.722637076,2.7489,1.671839942,4.197503418,1.895112653,1.5132,1.609479966,1.961025165,1.810422383
548,0.4754,0.613184181,0.66005959,0.70144941,3.3903,1.116407591,4.762301043,2.267303805,3.7054,0.955620657,5.66329508,1.930161676,0.4761,0.499428463,0.665291353,0.642506381,1.725,1.732793987,2.57031816,2.745826376,0.4416,0.68453593,0.598933411,0.949530243,1.6906,1.647929501,1.890500546,1.725105427,2.7777,1.683057548,4.191504214,1.926417385,1.4809,1.602571431,1.951023257,1.806177464
